FEI,0x956F47F50A910163D8BF957Cf5846D573E7f87CA,18
DAI,0x6b175474e89094c44da98b954eedeac495271d0f,18
UNI,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,18
BOND,0x0391D2021f89DC339F60Fff84546EA23E337750f,18
